fold,draw,kind,subtype,test_n,ibs_pooled,ibs_independent,pooled_minus_independent
3,12,flipped,del13q,85,0.1425021099643836,0.15067985147115978,-0.008177741506776193
3,12,flipped,del17p,35,0.10775693426308981,0.09053356589227547,0.01722336837081434
3,12,flipped,hyperdiploid,104,0.15761092371062607,0.16119059817833353,-0.003579674467707461
3,13,flipped,amp1q,89,0.11414259993995905,0.1291349335017425,-0.014992333561783436
3,13,flipped,del1p,78,0.16611905547126757,0.17001302841305532,-0.0038939729417877544
3,13,flipped,del13q,99,0.1490850039365169,0.15858157910514953,-0.009496575168632615
3,13,flipped,del17p,50,0.09469068761394409,0.08507948371670009,0.009611203897244
3,13,flipped,hyperdiploid,103,0.14104523042114,0.13507856522570494,0.005966665195435067
3,14,flipped,amp1q,86,0.14851394838012133,0.16486391315681775,-0.016349964776696424
3,14,flipped,del1p,71,0.1533277854958137,0.17277998167270844,-0.019452196176894754
3,14,flipped,del13q,78,0.09493707646495267,0.09461470226387438,0.0003223742010782932
3,14,flipped,del17p,46,0.15703474408999593,0.1535449313412803,0.003489812748715626
3,14,flipped,hyperdiploid,111,0.12483971676564372,0.11781752618358506,0.007022190582058663
3,15,flipped,amp1q,82,0.11556253719415922,0.11240021926762313,0.0031623179265360957
3,15,flipped,del1p,73,0.18626911987322245,0.18926330051457113,-0.0029941806413486816
3,15,flipped,del13q,92,0.14413327703068643,0.15149470092389275,-0.00736142389320632
3,15,flipped,del17p,44,0.09277962931803421,0.07306567842228817,0.01971395089574604
3,15,flipped,hyperdiploid,108,0.13640406888519027,0.131197314194981,0.005206754690209259
4,0,real,amp1q,66,0.1599891558958931,0.16043172959685595,-0.000442573700962845
4,0,real,del1p,26,0.17804311544779125,0.17022631812695854,0.007816797320832708
